id_pedido,id_entrega,fecha_pedido,dia_semana_pedido,fecha_entrega,dia_semana_entrega,id_cliente,tipo_cliente,nombre_cliente,id_producto,producto,formato_envase,cantidad,precio_unitario,descuento,precio_total,promocion,metodo_pago,ruta,id_conductor,estado_entrega,provincia_envio,distrito_envio,coordenadas_envio,humedad_percent,viento_kmh,precipitacion_mm,gasto_publicidad,inflacion_mensual,media_movil_7d,media_movil_30d
PED045946,ENT-00045946,2025-01-06,Lunes,2025-01-09,Jueves,PJ_855962,Bar,Bar San Miguel Paucartambo,P008,Agua San Luis 1L,PET,60,2.88,0.05,164.37,sin_promocion,efectivo,Ruta_12,CON002,entregado,Pasco,Paucartambo,"(-10.697751, -76.367258)",82.7,14.2,3.8,1121.62,0.287,152.35,157.27
PED045947,ENT-00045947,2025-01-06,Lunes,2025-01-09,Jueves,PJ_855962,Bar,Bar San Miguel Paucartambo,P007,Inca Kola 2L,PET,30,8.6,0.1,232.09,promo verano,Yape,Ruta_12,CON002,entregado,Pasco,Paucartambo,"(-10.711872, -76.377927)",76.3,8.3,5.1,2666.36,0.396,146.39,141.91
PED045948,ENT-00045948,2025-01-06,Lunes,2025-01-09,Jueves,PN_431171,Persona Natural,Camilo del Fiol,P001,Coca-Cola 500ml,PET,7,2.27,0.1,14.27,sin_promocion,contraentrega,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.524177, -76.017152)",95.0,6.6,3.6,2094.89,0.304,125.58,155.99
PED045949,ENT-00045949,2025-01-06,Lunes,2025-01-09,Jueves,PN_431171,Persona Natural,Camilo del Fiol,P010,Fanta 2L,PET,2,8.27,0.0,16.55,ninguna,Yape,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.525457, -76.021731)",83.7,10.6,0.4,2324.15,0.441,153.78,131.79
PED045950,ENT-00045950,2025-01-06,Lunes,2025-01-09,Jueves,PN_431171,Persona Natural,Camilo del Fiol,P007,Inca Kola 2L,PET,2,8.57,0.1,15.43,combo familiar,efectivo,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.513491, -76.021063)",69.6,1.9,0.1,2521.25,0.47,137.01,140.32
PED045951,ENT-00045951,2025-01-06,Lunes,2025-01-09,Jueves,PN_431171,Persona Natural,Camilo del Fiol,P002,Inca Kola 500ml,vidrio,15,2.52,0.0,37.86,ninguna,efectivo,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.512455, -76.025816)",76.7,0.0,4.4,4968.39,0.207,195.9,136.98
PED045952,ENT-00045952,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_419114,Bodega,Bodega Santa Rosa San Francisco de Asís de Yarusyacán 1,P010,Fanta 2L,PET,60,7.21,0.2,346.04,descuento temporada,tarjeta débito,Ruta_13,CON003,entregado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.779285, -76.061867)",56.3,20.4,1.6,2698.65,0.27,166.88,151.38
PED045953,ENT-00045953,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_419114,Bodega,Bodega Santa Rosa San Francisco de Asís de Yarusyacán 1,P004,Fanta 500ml,vidrio,15,2.11,0.0,31.62,sin_promocion,Plin,Ruta_13,CON003,entregado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.803386, -76.031068)",68.3,19.1,1.5,2737.95,0.298,181.39,144.75
PED045954,ENT-00045954,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_928482,Restaurante,Restaurante El Mirador Chaupimarca,P003,Sprite 2L,PET,30,9.63,0.0,288.86,2x1,tarjeta débito,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.643385, -76.292011)",63.6,19.1,0.7,2102.63,0.418,169.45,152.23
PED045955,ENT-00045955,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_928482,Restaurante,Restaurante El Mirador Chaupimarca,P006,Coca-Cola 2L,PET,60,9.04,0.15,461.06,envío gratis,Plin,Ruta_17,CON007,retrasado,Pasco,Chaupimarca,"(-10.633162, -76.299913)",51.2,21.7,0.6,2937.59,0.357,187.95,134.47
PED045956,ENT-00045956,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_928482,Restaurante,Restaurante El Mirador Chaupimarca,P009,Sprite 500ml,vidrio,45,2.4,0.2,86.33,envío gratis,Plin,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.641569, -76.299135)",50.4,14.4,1.5,3160.3,0.359,147.16,146.77
PED045957,ENT-00045957,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_677848,Bodega,Bodega El Progreso Ninacaca,P009,Sprite 500ml,vidrio,30,2.42,0.0,72.64,promo verano,tarjeta crédito,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.609429, -76.233622)",55.8,12.8,1.6,2962.21,0.291,159.06,171.8
PED045958,ENT-00045958,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_677848,Bodega,Bodega El Progreso Ninacaca,P002,Inca Kola 500ml,vidrio,30,3.08,0.0,92.39,sin_promocion,Plin,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.577265, -76.282735)",63.8,3.7,0.3,2474.76,0.423,131.19,157.1
PED045959,ENT-00045959,2025-01-06,Lunes,2025-01-08,Miércoles,PN_497290,Persona Natural,Saturnina Arévalo Gil,P003,Sprite 2L,PET,1,9.81,0.0,9.72,2x1,Yape,Ruta_10,CON010,entregado,Pasco,Huachón,"(-10.696917, -76.319582)",95.0,14.3,5.0,2202.53,0.3,137.04,137.31
PED045960,ENT-00045960,2025-01-06,Lunes,2025-01-08,Miércoles,PN_497290,Persona Natural,Saturnina Arévalo Gil,P010,Fanta 2L,PET,2,9.55,0.1,17.19,sin_promocion,efectivo ,Ruta_10,CON010,entregado,Pasco,Huachón,"(-10.728227, -76.31789)",56.4,17.5,0.5,2397.08,0.317,162.05,174.08
PED045961,ENT-00045961,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_397240,Restaurante,Restaurante La Cabaña Ninacaca,P010,Fanta 2L,PET,90,9.32,0.0,838.89,descuento por volumen,transferencia,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.588665, -76.23368)",95.0,22.0,0.1,3791.44,0.4,168.71,154.98
PED045962,ENT-00045962,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_397240,Restaurante,Restaurante La Cabaña Ninacaca,P008,Agua San Luis 1L,PET,30,2.46,0.05,70.12,descuento por volumen, tarjeta,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.592787, -76.282755)",61.6,14.9,0.0,2092.6,0.322,169.98,140.14
PED045963,ENT-00045963,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_397240,Restaurante,Restaurante La Cabaña Ninacaca,P006,Coca-Cola 2L,PET,45,10.59,0.0,476.54,regalo,transferencia,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.656165, -76.25685)",83.1,14.9,0.3,2023.94,0.318,195.62,138.72
PED045964,ENT-00045964,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_397240,Restaurante,Restaurante La Cabaña Ninacaca,P002,Inca Kola 500ml,vidrio,45,3.15,0.15,120.61,ninguna,tarjeta crédito,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.625584, -76.252299)",35.4,9.2,0.4,2256.68,0.35,150.92,162.03
PED045965,ENT-00045965,2025-01-06,Lunes,2025-01-08,Miércoles,PN_870246,Persona Natural,Susana Bou-Rozas,P003,Sprite 2L,PET,15,9.83,0.0,147.47,sin_promocion,tarjeta crédito,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.469063, -76.364083)",56.1,15.7,1.7,3386.67,0.519,160.43,110.38
PED045966,ENT-00045966,2025-01-06,Lunes,2025-01-08,Miércoles,PN_870246,Persona Natural,Susana Bou-Rozas,P001,Coca-Cola 500ml,PET,7,2.45,0.0,17.17,ninguna,contraentrega,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.439616, -76.388857)",44.5,10.7,2.5,3483.96,0.263,157.89,146.42
PED045967,ENT-00045967,2025-01-06,Lunes,2025-01-09,Jueves,PJ_146949,Supermercado,Plaza Vea Santa Ana de Tusi,P004,Fanta 500ml,vidrio,180,2.44,0.0,438.75,combo familiar,Plin,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.521068, -76.015103)",54.0,1.5,1.8,1592.73,0.456,154.41,145.41
PED045968,ENT-00045968,2025-01-06,Lunes,2025-01-09,Jueves,PJ_146949,Supermercado,Plaza Vea Santa Ana de Tusi,P010,Fanta 2L,PET,360,9.19,0.0,3309.38,descuento por volumen,tarjeta débito,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.52696, -76.025278)",95.0,13.4,1.6,1719.47,0.289,149.44,146.53
PED045969,ENT-00045969,2025-01-06,Lunes,2025-01-08,Miércoles,PN_128749,Persona Natural,Teobaldo Briones Mulet,P001,Coca-Cola 500ml,PET,2,2.77,0.0,5.55,sin_promocion,contraentrega,Ruta_17,CON007,retrasado,Pasco,Chaupimarca,"(-10.646652, -76.296529)",66.3,19.3,21.5,2202.11,0.424,177.34,144.37
PED045970,ENT-00045970,2025-01-06,Lunes,2025-01-09,Jueves,PJ_820107,Restaurante,Restaurante El Mirador Vilcabamba,P001,Coca-Cola 500ml,PET,45,2.88,0.1,116.84,combo familiar,contraentrega,Ruta_15,CON005,retrasado,Daniel Alcides Carrión,Vilcabamba,"(-10.639795, -76.113152)",67.8,12.0,4.5,1920.89,0.283,148.83,153.91
PED045971,ENT-00045971,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_767154,Bodega,Bodega La Economía Oxapampa,P009,Sprite 500ml,vidrio,30,2.36,0.0,70.94,descuento temporada,Yape,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.211454, -75.865187)",45.3,24.5,5.4,2319.16,0.406,176.52,150.83
PED045972,ENT-00045972,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_767154,Bodega,Bodega La Economía Oxapampa,P005,Agua San Luis 500ml,PET,30,1.74,0.0,52.33,2x1,Yape,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.196789, -75.858505)",65.6,7.9,0.1,1928.89,0.311,148.44,146.39
PED045973,ENT-00045973,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_767154,Bodega,Bodega La Economía Oxapampa,P010,Fanta 2L,PET,15,8.3,0.0,124.46,combo familiar,tarjeta débito,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.203977, -75.851949)",79.2,9.4,0.4,2930.03,0.543,115.85,158.98
PED045974,ENT-00045974,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_628872,Bodega,Bodega La Esperanza San Francisco de Asís de Yarusyacán,P008,Agua San Luis 1L,PET,30,2.35,0.1,63.39,2x1,Yape,Ruta_13,CON003,entregado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.807901, -76.045856)",57.2,10.9,3.8,2222.01,0.438,177.33,146.45
PED045975,ENT-00045975,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_628872,Bodega,Bodega La Esperanza San Francisco de Asís de Yarusyacán,P009,Sprite 500ml,vidrio,60,2.23,0.0,133.84,sin_promocion,efectivo,Ruta_13,CON003,entregado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.771891, -76.038485)",77.7,12.9,3.8,2464.31,0.344,148.37,149.19
PED045976,ENT-00045976,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_628872,Bodega,Bodega La Esperanza San Francisco de Asís de Yarusyacán,P002,Inca Kola 500ml,vidrio,45,3.01,0.0,135.25,combo familiar,efectivo,Ruta_13,CON003,entregado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.77985, -76.051056)",57.9,14.2,2.1,1350.13,0.337,148.87,166.18
PED045977,ENT-00045977,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_628872,Bodega,Bodega La Esperanza San Francisco de Asís de Yarusyacán,P005,Agua San Luis 500ml,PET,15,1.77,0.1,23.9,2x1,contraentrega,Ruta_13,CON003,entregado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.778473, -76.042874)",49.4,14.4,4.1,1250.01,0.262,153.44,159.99
PED045978,ENT-00045978,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_718112,Restaurante,Restaurante El Dorado Ticlacayán,P001,Coca-Cola 500ml,PET,45,2.52,0.05,107.61,combo familiar,contraentrega,Ruta_28,CON008,retrasado,Pasco,Ticlacayán,"(-10.485104, -76.317615)",75.4,11.0,3.2,2890.04,0.418,134.28,135.06
PED045979,ENT-00045979,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_718112,Restaurante,Restaurante El Dorado Ticlacayán,P009,Sprite 500ml,vidrio,60,2.8,0.0,168.13,descuento por volumen,tarjeta débito,Ruta_28,CON008,entregado,Pasco,Ticlacayán,"(-10.508788, -76.307766)",66.9,12.5,1.5,1552.31,0.296,187.86,171.2
PED045980,ENT-00045980,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_969315,Bodega,Bodega San José Tinyahuarco,P010,Fanta 2L,PET,15,8.92,0.0,133.79,descuento por volumen,tarjeta crédito,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.659286, -76.356909)",59.4,2.0,1.3,1886.26,0.406,124.91,178.21
PED045981,ENT-00045981,2025-01-06,Lunes,2025-01-09,Jueves,PJ_161236,Bodega,Bodega San José Tinyahuarco 2,P006,Coca-Cola 2L,PET,60,10.37,0.05,591.07,sin_promocion,tarjeta débito,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.662941, -76.342665)",62.4,18.7,1.4,2654.25,0.39,134.06,133.61
PED045982,ENT-00045982,2025-01-06,Lunes,2025-01-09,Jueves,PJ_161236,Bodega,Bodega San José Tinyahuarco 2,P010,Fanta 2L,PET,30,7.24,0.05,206.44,promo verano,tarjeta débito,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.667187, -76.351195)",58.8,6.7,1.6,1747.28,0.409,129.99,155.4
PED045983,ENT-00045983,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_122154,Restaurante,Restaurante El Dorado Pozuzo,P006,Coca-Cola 2L,PET,60,9.35,0.15,477.08,envío gratis,Plin,Ruta_04,SIN_CONDUCTOR,entregado,Oxapampa,Pozuzo,"(-10.213803, -75.871733)",44.8,15.3,5.9,2877.31,0.404,135.67,141.8
PED045984,ENT-00045984,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_587798,Bodega,Bodega Santa Rosa Tinyahuarco,P008,Agua San Luis 1L,PET,45,2.72,0.0,122.44,promo verano,Plin, RUTA_X,CON003,entregado,Pasco,Tinyahuarco,"(-10.669478, -76.345626)",86.3,18.1,0.5,2780.64,0.346,166.59,152.63
PED045985,ENT-00045985,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_587798,Bodega,Bodega Santa Rosa Tinyahuarco,P003,Sprite 2L,PET,45,8.26,0.0,371.63,combo familiar,tarjeta crédito,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.668437, -76.347253)",66.4,29.3,0.4,2141.09,0.343,149.98,146.29
PED045986,ENT-00045986,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_587798,Bodega,Bodega Santa Rosa Tinyahuarco,P006,Coca-Cola 2L,PET,60,9.47,0.05,716.61,descuento por volumen,contraentrega,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.668069, -76.343169)",68.3,8.5,1.7,3289.75,0.366,152.01,162.24
PED045987,ENT-00045987,2025-01-06,Lunes,2025-01-09,Jueves,PJ_799284,Bodega,Bodega El Progreso Huancabamba,P010,Fanta 2L,PET,60,8.52,0.0,511.06,sin_promocion,efectivo,Ruta_01,CON001,entregado,Oxapampa,Huancabamba,"(-10.667609, -76.109924)",65.9,4.0,3.3,1653.65,0.301,150.98,154.38
PED045988,ENT-00045988,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_566576,Restaurante,Restaurante La Cabaña Constitución,P007,Inca Kola 2L,PET,45,11.36,0.0,511.35,descuento por volumen,transferencia,Ruta_03,CON003,entregado,Oxapampa,Constitución,"(-10.567586, -76.368038)",47.6,12.8,4.2,2444.1,0.354,221.98,173.79
PED045989,ENT-00045989,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_363642,Bodega,Bodega La Economía Vicco 1,P009,Sprite 500ml,vidrio,60,2.85,0.1,153.69,regalo,contraentrega,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.688514, -76.295137)",72.9,11.4,0.7,500.0,0.492,157.74,146.49
PED045990,ENT-00045990,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_363642,Bodega,Bodega La Economía Vicco 1,P001,Coca-Cola 500ml,PET,30,2.82,0.15,71.99,regalo,Yape,SIN_RUTA,CON002,entregado,Pasco,Vicco,"(-10.701912, -76.30909)",35.0,12.5,1.6,3137.51,0.263,173.69,161.36
PED045991,ENT-00045991,2025-01-06,Lunes,2025-01-08,Miércoles,PN_499239,Persona Natural,Carlos Bautista Borja,P006,Coca-Cola 2L,PET,15,8.68,0.0,130.24,descuento temporada,contraentrega,Ruta_23,CON003,retrasado,Pasco,Tinyahuarco,"(-10.659767, -76.352145)",66.6,10.0,0.5,4059.95,0.478,173.58,145.89
PED045992,ENT-00045992,2025-01-06,Lunes,2025-01-08,Miércoles,PN_499239,Persona Natural,Carlos Bautista Borja,P007,Inca Kola 2L,PET,1,10.09,0.15,8.58,descuento temporada,Plin,RUTA ,CON003,entregado,Pasco,Tinyahuarco,"(-10.659766, -76.351705)",81.0,8.6,1.6,3231.87,0.358,157.94,132.99
PED045993,ENT-00045993,2025-01-06,Lunes,2025-01-08,Miércoles,PN_499239,Persona Natural,Carlos Bautista Borja,P003,Sprite 2L,PET,1,8.94,0.0,8.94,regalo,tarjeta crédito,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.668327, -76.343336)",93.9,25.3,4.5,2268.5,0.472,120.26,167.05
PED045994,ENT-00045994,2025-01-06,Lunes,2025-01-09,Jueves,PJ_755393,Bodega,Bodega Santa Rosa Huariaca 1,P003,Sprite 2L,PET,15,9.06,0.0,135.97,descuento por volumen,transferencia,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.695688, -76.206349)",53.2,8.1,0.3,3255.51,0.337,177.38,133.18
PED045995,ENT-00045995,2025-01-06,Lunes,2025-01-09,Jueves,PJ_755393,Bodega,Bodega Santa Rosa Huariaca 1,P009,Sprite 500ml,vidrio,45,2.25,0.15,86.05,sin_promocion,efectivo,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.706653, -76.196902)",62.9,11.3,4.3,3670.85,0.386,129.16,130.72
PED045996,ENT-00045996,2025-01-06,Lunes,2025-01-09,Jueves,PJ_755393,Bodega,Bodega Santa Rosa Huariaca 1,P006,Coca-Cola 2L,PET,30,8.15,0.0,244.56,sin_promocion,Yape,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.685707, -76.198998)",83.2,18.4,3.6,2394.83,0.419,150.16,144.8
PED045997,ENT-00045997,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_332107,Bodega,Bodega San José Vicco,P009,Sprite 500ml,vidrio,15,2.28,0.0,34.18,2x1,efectivo,Ruta_12,CON002,retrasado,Pasco,Vicco,"(-10.667731, -76.297795)",42.4,14.7,1.7,3094.94,0.347,129.7,151.76
PED045998,ENT-00045998,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_332107,Bodega,Bodega San José Vicco,P006,Coca-Cola 2L,PET,30,9.24,0.05,263.4,descuento por volumen,transferencia,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.684865, -76.292554)",95.0,5.4,0.2,1982.13,0.302,140.37,132.03
PED046000,ENT-00046000,2025-01-06,Lunes,2025-01-08,Miércoles,PN_800572,Persona Natural,Vasco Alba,P003,Sprite 2L,PET,7,9.96,0.0,69.75,sin_promocion,Plin,Ruta_11,CON001,entregado,Daniel Alcides Carrión,Chacayán,"(-10.604832, -76.123565)",55.6,23.1,3.4,3344.15,0.369,139.47,169.58
PED046001,ENT-00046001,2025-01-06,Lunes,2025-01-08,Miércoles,PN_800572,Persona Natural,Vasco Alba,P002,Inca Kola 500ml,vidrio,2,3.16,0.05,6.0,2x1,efectivo,Ruta_11,CON001,entregado,Daniel Alcides Carrión,Chacayán,"(-10.617854, -76.174942)",66.4,9.0,1.8,2167.23,0.306,160.13,142.92
PED046002,ENT-00046002,2025-01-06,Lunes,2025-01-08,Miércoles,PN_623355,Persona Natural,Rufina del Falcó,P002,Inca Kola 500ml,vidrio,1,3.3,0.0,3.3,sin_promocion,tarjeta débito,Ruta_27,CON007,entregado,Daniel Alcides Carrión,San Pedro de Pillao,"(-10.646883, -76.379248)",83.2,17.3,0.6,3038.02,0.391,173.42,127.5
PED046003,ENT-00046003,2025-01-06,Lunes,2025-01-08,Miércoles,PN_623355,Persona Natural,Rufina del Falcó,P009,Sprite 500ml,vidrio,7,2.4,0.1,15.11,promo verano,tarjeta crédito,Ruta_27,CON007,entregado,Daniel Alcides Carrión,San Pedro de Pillao,"(-10.619707, -76.345305)",74.1,19.3,1.8,3779.14,0.48,140.53,142.02
PED046004,ENT-00046004,2025-01-06,Lunes,2025-01-09,Jueves,PJ_798843,Bar,Bar El Centro Villa Rica 1,P008,Agua San Luis 1L,PET,30,2.31,0.0,69.3,sin_promocion,Plin,Ruta_26,CON006,retrasado,Oxapampa,Villa Rica,"(-10.203162, -75.894264)",94.3,7.2,0.2,2918.18,0.348,137.84,176.03
PED046005,ENT-00046005,2025-01-06,Lunes,2025-01-09,Jueves,PJ_798843,Bar,Bar El Centro Villa Rica 1,P009,Sprite 500ml,vidrio,45,2.55,0.1,103.19,ninguna,transferencia,Ruta_26,CON006,retrasado,Oxapampa,Villa Rica,"(-10.203182, -75.902906)",81.3,5.8,3.5,3016.79,0.357,130.96,143.32
PED046006,ENT-00046006,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_259418,Restaurante,Restaurante Don Manuel Constitución,P009,Sprite 500ml,vidrio,30,2.3,0.0,68.95,envío gratis,contraentrega,Ruta_03,CON003,entregado,Oxapampa,Constitución,"(-10.554581, -76.371684)",70.4,20.5,6.5,2684.97,0.272,114.29,162.16
PED046007,ENT-00046007,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_259418,Restaurante,Restaurante Don Manuel Constitución,P002,Inca Kola 500ml,vidrio,45,2.52,0.0,113.44,sin_promocion,Plin,Ruta_03,CON003,entregado,Oxapampa,Constitución,"(-10.562965, -76.404023)",61.1,13.8,3.5,1306.5,0.245,153.24,124.07
PED046008,ENT-00046008,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_259418,Restaurante,Restaurante Don Manuel Constitución,P001,Coca-Cola 500ml,PET,90,2.63,0.05,225.28,envío gratis,transferencia,Ruta_03,CON003,entregado,Oxapampa,Constitución,"(-10.544856, -76.375995)",59.9,13.2,0.5,1128.75,0.389,143.49,139.82
PED046009,ENT-00046009,2025-01-06,Lunes,2025-01-09,Jueves,PJ_621771,Restaurante,Restaurante El Dorado Simón Bolívar 1,P007,Inca Kola 2L,PET,90,9.46,0.1,766.03,descuento temporada,efectivo,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.397245, -76.021043)",83.1,10.3,0.2,3327.48,0.453,148.52,153.22
PED046011,ENT-00046011,2025-01-06,Lunes,2025-01-09,Jueves,PJ_621771,Restaurante,Restaurante El Dorado Simón Bolívar 1,P001,Coca-Cola 500ml,PET,30,2.89,0.0,86.69,promo verano,tarjeta crédito,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.401714, -76.02688)",63.2,16.2,2.4,2967.11,0.337,168.11,143.23
PED046012,ENT-00046012,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_787251,Restaurante,Restaurante El Dorado Villa Rica,P004,Fanta 500ml,vidrio,30,2.18,0.2,52.38,envío gratis,tarjeta crédito,Ruta_26,CON006,entregado,Oxapampa,Villa Rica,"(-10.206943, -75.892435)",70.7,21.5,7.3,1481.28,0.357,133.61,135.12
PED046013,ENT-00046013,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_787251,Restaurante,Restaurante El Dorado Villa Rica,P010,Fanta 2L,PET,30,8.6,0.0,258.02,2x1,transferencia,Ruta_26,CON006,entregado,Oxapampa,Villa Rica,"(-10.20266, -75.893294)",40.7,0.5,1.6,3156.46,0.212,137.07,160.87
PED046014,ENT-00046014,2025-01-06,Lunes,2025-01-09,Jueves,PJ_589667,Bodega,Bodega La Esperanza Yanacancha 3,P008,Agua San Luis 1L,PET,45,2.98,0.05,127.51,envío gratis,contraentrega,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.631965, -76.331255)",40.5,18.9,2.9,990.0,0.339,120.18,123.37
PED046015,ENT-00046015,2025-01-06,Lunes,2025-01-09,Jueves,PJ_589667,Bodega,Bodega La Esperanza Yanacancha 3,P004,Fanta 500ml,vidrio,30,2.24,0.05,63.86,promo verano,tarjeta débito,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.627687, -76.332803)",63.9,8.0,3.5,1674.84,0.368,145.68,151.51
PED046016,ENT-00046016,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_567212,Bodega,Bodega San José Simón Bolívar 2,P009,Sprite 500ml,vidrio,15,2.57,0.0,38.6,descuento por volumen,contraentrega,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.396046, -76.026293)",75.6,8.0,2.3,2370.98,0.289,131.7,154.65
PED046017,ENT-00046017,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_567212,Bodega,Bodega San José Simón Bolívar 2,P010,Fanta 2L,PET,45,9.08,0.0,408.56,2x1,Plin,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.404461, -76.028178)",42.7,16.8,1.8,4030.23,0.407,192.38,145.41
PED046018,ENT-00046018,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_567212,Bodega,Bodega San José Simón Bolívar 2,P003,Sprite 2L,PET,30,8.86,0.0,265.68,combo familiar,transferencia,Ruta_09,CON009,retrasado,Pasco,Simón Bolívar,"(-10.401324, -76.024691)",84.3,18.1,0.2,2486.31,0.301,124.75,138.21
PED046019,ENT-00046019,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_599146,Bar,Bar La Casona Tinyahuarco,P001,Coca-Cola 500ml,PET,30,2.54,0.0,76.18,ninguna,tarjeta débito,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.673208, -76.348122)",55.1,12.7,0.4,3127.99,0.328,152.74,152.86
PED046020,ENT-00046020,2025-01-06,Lunes,2025-01-08,Miércoles,PN_767817,Persona Natural,Nereida Villalonga,P008,Agua San Luis 1L,PET,1,2.59,0.0,1.78,sin_promocion,contraentrega,Ruta_27,CON007,entregado,Daniel Alcides Carrión,San Pedro de Pillao,"(-10.707972, -76.320596)",39.5,9.8,0.3,2026.3,0.363,194.86,150.25
PED046021,ENT-00046021,2025-01-06,Lunes,2025-01-08,Miércoles,PJ_845742,Bodega,Bodega La Esperanza Chaupimarca 2,P009,Sprite 500ml,vidrio,45,2.67,0.05,114.12,ninguna,Yape,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.643585, -76.292511)",58.1,7.6,0.8,2830.25,0.365,159.22,152.7
